Transaction,OFFENSE_Code,PSA_ID,AvgTmp,AvgHumid,Precip,Season,Weekend,Period
35702,Assault,707,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Afternoon
35703,Motor Vehicle Theft,706,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Afternoon
35704,Theft/Auto,706,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Evening
35705,Burglary,706,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Evening
35706,Theft/Other,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35707,Theft/Auto,703,Temp >71,Humid 25-50%,Precip 0-1,Fall,Weekday,Evening
35708,Burglary,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
35709,Theft/Other,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35710,Theft/Auto,701,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35711,Burglary,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35712,Robbery,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35713,Robbery,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35714,Burglary,705,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35715,Theft/Auto,703,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Evening
35716,Theft/Other,607,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Afternoon
35717,Theft/Auto,701,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Morning
35718,Motor Vehicle Theft,704,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Morning
35719,Theft/Other,708,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Afternoon
35720,Robbery,702,Temp 52-71,Humid 25-50%,Precip 0-1,Winter,Weekend,Evening
35721,Assault,704,Temp 33-52,Humid 25-50%,Precip 0-1,Winter,Weekday,Midnight
35722,Homicide,708,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35723,Robbery,703,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Midnight
35724,Motor Vehicle Theft,704,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35725,Theft/Other,708,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35726,Theft/Other,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
35727,Theft/Auto,708,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
35728,Assault,607,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
35729,Theft/Other,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
35730,Theft/Other,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
35731,Theft/Other,705,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
35732,Theft/Other,708,Temp >71,Humid 75-100%,Precip 0-1,Winter,Weekend,Midnight
35733,Theft/Auto,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35734,Theft/Other,704,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35735,Assault,705,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Afternoon
35736,Homicide,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
35737,Assault,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
35738,Theft/Auto,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
35739,Motor Vehicle Theft,708,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35740,Theft/Other,701,Temp 33-52,Humid 25-50%,Precip 0-1,Winter,Weekday,Midnight
35741,Motor Vehicle Theft,702,Temp 33-52,Humid 25-50%,Precip 0-1,Winter,Weekday,Midnight
35742,Motor Vehicle Theft,704,Temp 33-52,Humid 25-50%,Precip 0-1,Winter,Weekday,Midnight
35743,Theft/Auto,703,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35744,Robbery,706,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35745,Motor Vehicle Theft,702,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35746,Burglary,707,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
35747,Theft/Other,705,Temp >71,Humid 75-100%,Precip 0-1,Winter,Weekend,Afternoon
35748,Burglary,706,Temp >71,Humid 75-100%,Precip 0-1,Winter,Weekend,Evening
35749,Theft/Other,701,Temp >71,Humid 75-100%,Precip 0-1,Winter,Weekend,Evening
35750,Theft/Auto,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35751,Theft/Other,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35752,Theft/Other,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35753,Robbery,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35754,Robbery,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35755,Robbery,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
35756,Theft/Other,708,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35757,Theft/Other,708,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35758,Theft/Auto,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35759,Assault,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35760,Assault,703,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
35761,Theft/Other,704,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35762,Homicide,703,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Midnight
35763,Theft/Other,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekend,Evening
35764,Robbery,707,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35765,Theft/Auto,708,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35766,Theft/Other,706,Temp >71,Humid 75-100%,Precip 1-2,Winter,Weekday,Afternoon
35767,Sex Abuse,708,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35768,Robbery,701,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
35769,Theft/Other,707,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35770,Theft/Other,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35771,Assault,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35772,Theft/Auto,705,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
35773,Theft/Auto,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
35774,Robbery,705,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35775,Burglary,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35776,Motor Vehicle Theft,701,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekend,Afternoon
35777,Theft/Other,703,Temp >71,Humid 75-100%,Precip 1-2,Winter,Weekday,Evening
35778,Motor Vehicle Theft,703,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35779,Motor Vehicle Theft,701,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Morning
35780,Theft/Other,708,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Morning
35781,Theft/Auto,706,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Afternoon
35782,Theft/Other,705,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
35783,Assault,707,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Evening
35784,Assault,706,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Evening
35785,Motor Vehicle Theft,607,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35786,Theft/Auto,704,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35787,Burglary,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35788,Assault,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35789,Theft/Other,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35790,Theft/Other,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35791,Motor Vehicle Theft,703,Temp >71,Humid 25-50%,Precip 0-1,Fall,Weekday,Midnight
35792,Motor Vehicle Theft,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35793,Theft/Other,607,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35794,Motor Vehicle Theft,703,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35795,Theft/Other,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35796,Theft/Other,708,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35797,Homicide,708,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35798,Robbery,705,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekend,Evening
35799,Theft/Auto,704,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekend,Evening
35800,Burglary,708,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekend,Evening
35801,Assault,702,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekend,Morning
35802,Robbery,707,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35803,Motor Vehicle Theft,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Midnight
35804,Theft/Other,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35805,Theft/Other,707,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Evening
35806,Assault,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35807,Burglary,708,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35808,Theft/Auto,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35809,Motor Vehicle Theft,708,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35810,Theft/Other,703,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
35811,Theft/Other,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35812,Assault,607,Temp >71,Humid 75-100%,Precip 0-1,Winter,Weekday,Evening
35813,Theft/Other,704,Temp >71,Humid 75-100%,Precip 0-1,Winter,Weekday,Evening
35814,Motor Vehicle Theft,704,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekend,Midnight
35815,Burglary,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35816,Assault,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
35817,Motor Vehicle Theft,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35818,Robbery,607,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Afternoon
35819,Burglary,708,Temp 52-71,Humid 75-100%,Precip 0-1,Winter,Weekday,Evening
35820,Theft/Auto,706,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35821,Theft/Auto,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35822,Assault,707,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
35823,Burglary,702,Temp 33-52,Humid 25-50%,Precip 0-1,Winter,Weekday,Morning
35824,Assault,707,Temp 33-52,Humid 25-50%,Precip 0-1,Winter,Weekday,Afternoon
35825,Theft/Other,607,Temp 33-52,Humid 25-50%,Precip 0-1,Winter,Weekday,Evening
35826,Robbery,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
35827,Assault,708,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Afternoon
35828,Theft/Auto,607,Temp 33-52,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35829,Theft/Auto,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35830,Burglary,702,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekend,Midnight
35831,Motor Vehicle Theft,708,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekend,Midnight
35832,Robbery,705,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekend,Midnight
35833,Theft/Other,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekend,Morning
35834,Theft/Other,701,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekend,Afternoon
35835,Motor Vehicle Theft,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35836,Theft/Other,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35837,Motor Vehicle Theft,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35838,Theft/Other,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35839,Theft/Other,707,Temp >71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35840,Theft/Other,704,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35841,Theft/Auto,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35842,Theft/Auto,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35843,Assault,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35844,Theft/Auto,607,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35845,Theft/Auto,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35846,Burglary,707,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Evening
35847,Motor Vehicle Theft,703,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35848,Theft/Auto,703,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35849,Theft/Other,704,Temp 52-71,Humid 50-75%,Precip 0-1,Winter,Weekday,Morning
35850,Theft/Auto,707,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
35851,Motor Vehicle Theft,707,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35852,Theft/Auto,707,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekend,Evening
35853,Theft/Other,701,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Evening
35854,Theft/Auto,701,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Evening
35855,Theft/Auto,703,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
35856,Burglary,704,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35857,Theft/Auto,701,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35858,Theft/Auto,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35859,Motor Vehicle Theft,705,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35860,Assault,704,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35861,Robbery,706,Temp 33-52,Humid 25-50%,Precip 0-1,Spring,Weekend,Evening
35862,Theft/Auto,606,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekend,Midnight
35863,Theft/Other,702,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekend,Morning
35864,Theft/Other,701,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
35865,Homicide,705,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
35866,Motor Vehicle Theft,704,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Evening
35867,Burglary,703,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Evening
35868,Robbery,705,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
35869,Robbery,707,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
35870,Assault,708,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
35871,Robbery,703,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
35872,Assault,707,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
35873,Assault,704,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Midnight
35874,Theft/Auto,706,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
35875,Theft/Auto,706,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
35876,Assault,606,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
35877,Burglary,704,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
35878,Assault,708,Temp 52-71,Humid 75-100%,Precip 0-1,Fall,Weekday,Evening
35879,Theft/Auto,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35880,Theft/Other,607,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35881,Theft/Other,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35882,Theft/Other,606,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35883,Robbery,707,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Evening
35884,Motor Vehicle Theft,702,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35885,Theft/Other,702,Temp >71,Humid 75-100%,Precip 0-1,Summer,Weekday,Evening
35886,Theft/Other,708,Temp >71,Humid 75-100%,Precip 0-1,Summer,Weekday,Evening
35887,Theft/Other,708,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
35888,Burglary,703,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
35889,Theft/Auto,705,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
35890,Theft/Other,705,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Midnight
35891,Theft/Other,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35892,Assault,705,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35893,Theft/Other,708,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35894,Theft/Other,701,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Evening
35895,Theft/Auto,706,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Morning
35896,Assault,703,Temp 33-52,Humid 25-50%,Precip 0-1,Spring,Weekday,Morning
35897,Theft/Auto,701,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35898,Motor Vehicle Theft,703,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35899,Robbery,702,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
35900,Robbery,703,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
35901,Burglary,704,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
35902,Robbery,703,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
35903,Theft/Other,708,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
35904,Theft/Other,701,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
35905,Theft/Auto,607,Temp 33-52,Humid 25-50%,Precip 0-1,Spring,Weekday,Morning
35906,Theft/Auto,702,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Evening
35907,Theft/Other,708,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
35908,Theft/Other,701,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
35909,Motor Vehicle Theft,708,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35910,Theft/Other,708,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Evening
35911,Robbery,701,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
35912,Theft/Other,703,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
35913,Assault,704,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
35914,Theft/Other,702,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
35915,Motor Vehicle Theft,606,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35916,Motor Vehicle Theft,607,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35917,Theft/Other,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
35918,Theft/Auto,708,Temp < 33,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
35919,Theft/Other,702,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Morning
35920,Theft/Auto,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
35921,Theft/Other,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Afternoon
35922,Robbery,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Midnight
35923,Theft/Other,701,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Morning
35924,Assault,703,Temp 33-52,Humid 50-75%,Precip 0-1,Spring,Weekday,Afternoon
35925,Robbery,701,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35926,Assault,704,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35927,Theft/Auto,707,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
35928,Burglary,701,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
35929,Robbery,704,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Evening
35930,Assault,702,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Evening
35931,Assault,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35932,Motor Vehicle Theft,703,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Evening
35933,Assault,701,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Afternoon
35934,Theft/Other,708,Temp 33-52,Humid 75-100%,Precip 0-1,Summer,Weekday,Evening
35935,Assault,704,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35936,Assault,707,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
35937,Robbery,704,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
35938,Assault,707,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35939,Assault,704,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
35940,Theft/Other,706,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekend,Evening
35941,Theft/Auto,701,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Morning
35942,Theft/Auto,704,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
35943,Theft/Other,701,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Afternoon
35944,Assault,706,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
35945,Robbery,703,Temp 33-52,Humid 25-50%,Precip 0-1,Summer,Weekday,Midnight
35946,Arson,705,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
35947,Burglary,703,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Midnight
35948,Theft/Other,702,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Morning
35949,Theft/Other,606,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Afternoon
35950,Theft/Auto,701,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekend,Evening
35951,Theft/Auto,607,Temp >71,Humid 50-75%,Precip 1-2,Fall,Weekday,Morning
35952,Motor Vehicle Theft,705,Temp >71,Humid 50-75%,Precip 1-2,Fall,Weekday,Morning
35953,Theft/Auto,607,Temp >71,Humid 50-75%,Precip 1-2,Fall,Weekday,Afternoon
35954,Sex Abuse,705,Temp 52-71,Humid 25-50%,Precip 0-1,Spring,Weekday,Midnight
35955,Theft/Other,705,Temp >71,Humid 50-75%,Precip 2-3,Fall,Weekday,Afternoon
35956,Theft/Other,706,Temp >71,Humid 50-75%,Precip 2-3,Fall,Weekday,Afternoon
35957,Theft/Other,708,Temp >71,Humid 50-75%,Precip 2-3,Fall,Weekday,Afternoon
35958,Theft/Other,708,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35959,Theft/Auto,705,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35960,Motor Vehicle Theft,701,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekend,Afternoon
35961,Robbery,708,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
35962,Theft/Auto,703,Temp 52-71,Humid 25-50%,Precip 0-1,Summer,Weekday,Evening
35963,Theft/Other,703,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Morning
35964,Robbery,702,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Afternoon
35965,Motor Vehicle Theft,702,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Afternoon
35966,Theft/Other,606,Temp >71,Humid 75-100%,Precip 0-1,Fall,Weekday,Evening
35967,Motor Vehicle Theft,705,Temp < 33,Humid 25-50%,Precip 0-1,Spring,Weekend,Morning
35968,Theft/Other,606,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35969,Theft/Auto,704,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35970,Theft/Auto,705,Temp >71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35971,Motor Vehicle Theft,701,Temp 33-52,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
35972,Assault,704,Temp 33-52,Humid 25-50%,Precip 0-1,Spring,Weekday,Afternoon
35973,Assault,706,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Morning
35974,Assault,704,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
35975,Assault,701,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35976,Theft/Other,707,Temp 52-71,Humid 50-75%,Precip 0-1,Summer,Weekday,Afternoon
35977,Theft/Other,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Afternoon
35978,Theft/Auto,706,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Evening
35979,Burglary,704,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekday,Midnight
35980,Theft/Other,704,Temp 33-52,Humid 50-75%,Precip 0-1,Summer,Weekend,Evening
35981,Theft/Other,702,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Midnight
35982,Theft/Auto,607,Temp >71,Humid 50-75%,Precip 0-1,Fall,Weekday,Morning
